"athlete_id","local_date","gmt_offset","wellness_resting_heart_rate","act_type","act_daily_suffer_score","act_pmc_atl","act_pmc_ctl","act_pmc_tsb","act_max_heartrate","act_duration","act_power","act_distance","act_altitude","act_heart_rate","act_velocity","act_correction_factor","act_gap","nutr_daily_calories","nutr_daily_carbohydrates","nutr_daily_protein","nutr_daily_fat","nutr_daily_fiber","nutr_daily_sugar","body_mass_index","oura_sleep_rmssd_7d_ema","oura_sleep_rmssd_42d_ema","oura_sleep_rmssd","oura_sleep_baseline"
1,"2023-01-12",11,46,"Run",52,52.21,57.68,5.47,155,4471,308,11180.7,1570.7998666017356,130.31110126301795,2.477302901821577,1.210545655041083,2.920725676787736,NULL,NULL,NULL,NULL,NULL,NULL,22.1,57.57,54.53,NULL,NULL
1,"2023-01-11",11,42,"Run",55,52.24,57.81,5.57,150,3453,352,11581.4,17.46193922763278,136.69522431259045,3.3513036185155816,1.035770072336471,3.4530613105879144,2316,230,75,115,23,98,22.1,67.16,55.86,67,52.47077646318233
1,"2023-01-10",11,41,"Run",40,51.78,57.88,6.1,145,3585,347,12160,17.885830186263107,133.09978366684695,3.2874916173278956,1.042873909779707,3.3940146132714424,3119,327,130,141,33,101,22.1,67.19,55.59,71,52.469026099575636
1,"2023-01-09",11,43,"Swim",13,53.75,58.32,4.57,133,3368,NULL,2550,NULL,105.260017809439,0.7569830821366507,1,0.7569830821366507,3211,295,142,165,18,131,22,66.56,55.21,69,52.46727573596893
1,"2023-01-08",11,43,"Swim",7,60.54,59.42,-1.12,129,1143,NULL,706.5,1.6813973939054399,115.09519650655022,0.6163580783069394,1.0040133519416066,0.618774665050457,2815,255,119,130,12,98,22,66.15,54.88,70,52.46552537236224
1,"2023-01-08",11,43,"Ride",73,60.54,59.42,-1.12,152,6838,NULL,44222.6,11.842993619818872,129.6653155761436,6.400730747079684,1.0038299817959448,6.4098088901923775,2815,255,119,130,12,98,22,66.15,54.88,70,52.46552537236224
1,"2023-01-07",11,39,"Ride",135,67.03,60.36,-6.67,162,7466,163,61150.4,18.43980726637349,137.63970300898788,7.965369806387599,1.007924785469485,7.989952057518331,2058,226,91,84,26,104,21.9,64.76,54.13,83,52.46377500875553
1,"2023-01-07",11,39,"Swim",12,67.03,60.36,-6.67,136,1212,NULL,727.7,1.496128504810459,121.08649093904448,0.5990148265117279,1.0036656408125813,0.60060017127093,2058,226,91,84,26,104,21.9,64.76,54.13,83,52.46377500875553
1,"2023-01-06",11,44,"Ride",28,62.99,59.68,-3.31,141,5266,NULL,32081.4,16.85816346290336,119.05086964653077,5.9998238273038975,1.0102970763297205,6.023659671332468,1836,157,70,98,10,83,22.1,58.17,52.71,65,52.46202464514884
1,"2023-01-05",11,43,"Run",58,68.82,60.45,-8.37,153,3357,357,11981.8,17.749632265540424,138.53045013239188,3.5250838478765756,1.0209575816840042,3.593676884868063,1262,133,63,55,11,27,22.3,57.04,52.41,61,52.46027428154214
1,"2023-01-04",11,43,"Run",76,70.62,60.51,-10.11,154,3823,373,13609.1,6.881787297244106,140.5892343872485,3.5560676775559266,1.0201413505483312,3.6206079521077816,2469,197,83,139,16,86,22.1,56.38,52.2,79,52.45852391793544
1,"2023-01-03",11,44,"Run",38,69.73,60.13,-9.6,148,3365,361,11679.3,16.903492072134306,133.6966810966811,3.3699746031031914,1.0151469247264253,3.4128503615193395,2075,227,77,89,12,85,22.2,52.61,51.54,68,52.45677355432874
1,"2023-01-02",11,45,"Ride",89,75.01,60.67,-14.34,166,6281,150,47193.6,21.523420193839286,133.1978467779685,7.363663439247471,1.0096922906602952,7.390450082345101,3082,252,115,169,20,101,22.1,50.04,51.14,52,52.45502319072204
1,"2023-01-01",11,45,"Ride",158,72.68,59.98,-12.7,166,9031,155,71872,15.980320122895327,137.73906971747772,7.720044901885952,1.013017360882437,7.742356583623263,2636,220,102,144,24,75,22.1,49.72,51.12,41,52.45327282711534
1,"2022-12-31",11,44,NULL,0,58.47,57.59,-0.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2465,165,76,115,15,62,22.1,51.17,51.37,62,52.45152246350864
1,"2022-12-30",11,46,"Run",88,68.21,59.0,-9.21,163,3508,349,11626.5,18.970037027357378,146.13358017658786,3.3113004839490374,1.0097572651600815,3.336775216135204,2079,161,89,109,25,86,21.8,49.36,51.11,49,52.44977209990194
1,"2022-12-29",11,45,"Run",62,64.91,58.29,-6.62,151,3739,353,12273.3,17.027899524733577,137.56841261357562,3.2769831655241393,1.0377762658233496,3.3516480666979933,2090,153,84,133,14,51,22,49.42,51.16,59,52.44802173629524
1,"2022-12-28",11,46,"VirtualRide",131,65.4,58.2,-7.2,154,7544,173,70302.7,15.506986618800582,137.71814927747582,9.320437892736088,1.0111970208689551,9.39390354698437,2984,276,127,156,12,88,22.1,47.83,50.97,49,52.44627137268854
1,"2022-12-27",11,48,"Run",83,54.47,56.42,1.95,164,2728,332,9049,22.24231330384971,151.27232796486092,3.311099560879509,1.0662860553588114,3.4286446791954837,2387,232,71,146,12,121,22.2,47.63,51.02,25,52.44452100908184
1,"2022-12-26",11,47,"Run",42,49.72,55.78,6.06,151,3293,345,11341.7,17.93601865735029,135.18155283129013,3.3109553398285008,1.0121107231605084,3.3441772638453275,1975,303,59,69,18,204,22.3,51.4,51.65,33,52.44277064547514
1,"2022-12-25",11,43,"Ride",123,51.01,56.11,5.1,163,6212,163,51000,11.273295636451211,139.05780710021992,8.00925730280129,1.0066823760165442,8.027567932365205,3155,283,96,186,24,117,22.3,54.47,52.11,65,52.44102028186844
1,"2022-12-24",11,45,NULL,0,39.01,54.48,15.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2695,246,93,148,18,82,22.2,52.71,51.79,51,52.43926991826174
1,"2022-12-23",11,44,NULL,0,45.51,55.81,10.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2303,252,79,99,25,86,22.1,53.0,51.81,64,52.43751955465505
1,"2022-12-22",11,48,NULL,0,53.09,57.17,4.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2640,307,97,123,23,65,22.4,51.17,51.51,55,52.435769191048344
1,"2022-12-21",11,46,"Run",44,61.94,58.56,-3.38,146,3611,350,12513.3,18.48478202102888,133.74053771861134,3.266421822072132,1.0089584085077379,3.2942793411304,3255,242,159,187,34,107,22,50.53,51.43,67,52.43401882744165
1,"2022-12-20",11,43,"Run",53,64.93,58.92,-6.01,151,3488,342,12008.1,13.819638514923927,137.03641758834638,3.239369840346858,1.0112673992506882,3.265807694436074,3411,276,117,203,39,127,22,47.78,51.05,NULL,NULL
1,"2022-12-19",11,43,"Run",45,66.91,59.06,-7.85,146,3317,346,11395.2,19.191759881024645,134.6124190700412,3.3533446147096173,1.0056753696830218,3.373557381322894,3012,249,156,158,31,109,22,55.74,52.29,65,52.43051810022825
1,"2022-12-18",11,45,"Run",86,70.56,59.4,-11.16,153,4922,351,16442.6,16.63009140498747,139.09766497461928,3.3383096462675383,1.048236248765193,3.469529379911191,2412,225,138,122,35,114,22.1,54.2,51.98,52,52.428767736621545
1,"2022-12-17",11,41,"Ride",206,67.99,58.76,-9.23,164,9134,NULL,58173.6,13.008013153911355,142.94986316365626,6.368204928251935,1.0069275308403136,6.386980017069431,2308,304,116,74,60,104,22.1,54.57,51.98,70,52.42701737301485
1,"2022-12-16",11,43,"Hike",7,45.0,55.17,10.17,114,3386,NULL,4568.1,1541.450564850542,86.56954887218045,1.335285714662921,1.2749521116375258,1.6462771676476065,2746,297,94,105,93,61,22.1,52.0,51.54,30,52.425267009408145
1,"2022-12-15",11,46,"Run",59,51.33,56.34,5.01,161,4205,328,10939.6,1570.4423763101752,135.9214015151515,2.5898269416894903,1.1939627049648291,2.9800323801464437,2891,281,76,123,68,106,22.1,55.66,52.07,45,52.42351664580145
1,"2022-12-15",11,46,"Hike",8,51.33,56.34,5.01,133,3268,NULL,4432.7,1545.6387418240126,96.2606490872211,1.3141024342566185,1.247600983770991,1.5936232639870256,2891,281,76,123,68,106,22.1,55.66,52.07,45,52.42351664580145
1,"2022-12-14",11,40,"Run",66,58.48,57.48,-1.0,156,3528,350,11554.8,15.426047572463178,139.97168742921858,3.270687994871187,1.0239011535767073,3.3382480847401745,2609,269,92,124,30,107,22.1,59.51,52.42,70,52.421766282194746
1,"2022-12-14",11,40,"Hike",3,58.48,57.48,-1.0,121,1270,NULL,1631.9,1562.8237275130523,100.45520581113801,1.2376828078388014,1.5456304676064134,1.8192146332997978,2609,269,92,124,30,107,22.1,59.51,52.42,70,52.421766282194746
1,"2022-12-13",11,47,"Run",59,68.01,58.64,-9.37,147,3371,355,11564.6,20.190877602227015,138.33949191685912,3.338120669131552,1.0255242032590999,3.403424550282649,2410,264,96,108,40,77,22.1,55.72,51.55,47,52.42001591858805
1,"2022-12-12",11,45,"VirtualRide",42,69.51,58.63,-10.88,147,4056,176,36791.9,73.63332483913618,128.62805028346068,9.069297261122914,1.0197961411835808,9.165605929979813,2796,322,116,118,43,86,22.4,57.17,51.66,46,52.418265554981346
1,"2022-12-11",11,42,"Ride",89,74.09,59.03,-15.06,152,8139,NULL,50159.8,22.408557062334943,130.27363001103348,6.142445263583701,1.0078284252571872,6.165378467601088,2329,252,90,107,26,60,22.6,59.03,51.8,64,52.41651519137465
1,"2022-12-10",11,43,"Ride",132,71.6,58.3,-13.3,156,8926,NULL,60050.9,17.309532865746714,134.72196706620366,6.723324967468024,1.0067835715260707,6.74360916167838,3039,260,109,165,33,78,22.4,58.21,51.5,72,52.414764827767954
1,"2022-12-09",11,43,"Run",77,61.54,56.51,-5.03,164,4251,328,11060.4,1566.497436982672,141.44180578415236,2.600507641114363,1.21763520706416,3.0826023604130515,3380,329,141,159,21,103,22.6,55.91,51.0,66,52.41301446416125
1,"2022-12-08",11,47,"Hike",7,58.97,56.01,-2.96,115,4103,NULL,4981.6,1549.0089335187477,83.5525078369906,1.201153603414432,1.2322950188094264,1.4575003278953982,2626,244,83,138,21,121,22.8,54.23,50.64,49,52.411264100554554
1,"2022-12-08",11,47,"Hike",6,58.97,56.01,-2.96,109,3404,NULL,4171.5,1550.617567614699,80.63610038610038,1.2222258699172388,1.2669871109580395,1.5267738349735525,2626,244,83,138,21,121,22.8,54.23,50.64,49,52.411264100554554
1,"2022-12-07",11,45,"Run",36,77.89,58.45,-19.44,148,3662,329,12100,16.206925757940315,132.90827385672748,3.198529739001226,1.010609701837472,3.2196248380779577,3822,501,105,156,35,173,22.8,56.11,50.72,51,52.40951373694785
1,"2022-12-06",11,41,"Run",44,84.87,59.0,-25.87,148,3547,354,11985.6,14.459952178040686,134.10576667552485,3.185496411569676,1.1352076611662207,3.5679108148990073,3017,237,152,119,18,63,22.8,56.96,50.71,92,52.407763373341155
1,"2022-12-05",11,42,"Swim",22,91.68,59.36,-32.32,138,3500,NULL,2250,NULL,115.86607652769845,0.6425348372884235,1,0.6425348372884235,3263,308,115,159,19,67,22.4,51.13,49.7,45,52.40601300973445
1,"2022-12-04",11,44,"Ride",205,103.29,60.27,-43.02,167,8176,164,68277,14.184496312801201,145.70671588473445,8.130121932223744,1.0047494676650115,8.15161367671415,3613,335,159,172,38,103,22.3,52.15,49.82,63,52.404262646127755
1,"2022-12-03",11,43,"Ride",220,86.34,56.74,-29.6,170,7913,169,68722.1,16.376878938930577,146.7540689325036,8.224290214824983,1.0091925481746766,8.245808574300428,3270,254,157,172,25,98,22.1,50.34,49.5,59,52.40251228252105
1,"2022-12-02",11,42,"Run",68,64.08,52.76,-11.32,170,3475,339,11167.5,16.575726241670466,140.50244463618063,3.211339659876248,1.0049584314403759,3.23064726352706,2716,201,111,151,24,34,22,48.9,49.27,69,52.400761918914355
1,"2022-12-01",11,47,"Run",84,63.42,52.39,-11.03,158,3516,355,11559.2,20.45279908837429,145.72151179312306,3.282117362724605,1.0183585216725866,3.345313859829796,3429,183,134,224,20,45,22.1,45.55,48.79,65,52.39901155530765
1,"2022-11-30",11,42,NULL,0,60.0,51.62,-8.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2596,222,81,159,27,115,22.2,42.31,48.39,NULL,NULL
1,"2022-11-29",11,48,"Run",76,69.99,52.88,-17.11,166,3619,367,12296.5,103.02147983359343,142.98426283821092,3.3942976254797044,1.0572484893473928,3.5478404855026957,3475,311,123,189,20,145,22.1,49.36,49.57,34,52.39551082809425
1,"2022-11-28",11,45,"Run",75,68.99,52.32,-16.67,157,3298,375,11838.2,16.812181855115025,143.68636363636364,3.5861851490187373,1.0091308127630787,3.615474663400745,3226,276,127,139,30,115,22.2,51.92,49.95,48,52.393760464487556
1,"2022-11-27",11,45,"Ride",126,67.99,51.76,-16.23,163,5670,169,47247.8,13.148820252570735,142.46356696738377,8.19703625846883,1.005171509561417,8.219455393626381,NULL,NULL,NULL,NULL,NULL,NULL,22.2,52.57,50.0,55,52.39201010088086
1,"2022-11-26",11,43,"Ride",155,58.33,49.95,-8.38,168,7686,159,64676.6,40.28739446509802,139.56302735873177,8.26846548364105,1.0062967465468693,8.298524801930268,2765,254,105,131,18,88,21.9,52.16,49.87,58,52.39025973727416
1,"2022-11-25",11,43,"Run",72,42.22,47.39,5.17,154,3314,342,11440.4,19.795289480185534,141.0649829738933,3.2469140211812397,1.0063962048346329,3.265499074619419,2628,231,109,125,30,58,22,51.19,49.68,58,52.38850937366746
1,"2022-11-24",11,44,NULL,0,37.26,46.79,9.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2771,228,112,143,25,75,22,50.06,49.47,64,52.38675901006076
1,"2022-11-23",11,44,"Run",76,43.47,47.93,4.46,154,3346,349,11551.2,19.733802005151034,143.201230228471,3.3832545407595442,1.0471459414219366,3.5356328519274873,3425,350,123,159,26,147,22.1,47.73,49.12,67,52.38500864645406
1,"2022-11-22",11,42,"Swim",23,38.05,47.25,9.2,137,3383,NULL,2100,NULL,116.16903073286052,0.6206474580029224,1,0.6206474580029224,2954,379,126,106,24,108,22.1,44.52,48.68,NULL,NULL
1,"2022-11-21",11,45,"Swim",15,40.55,47.84,7.29,128,3433,NULL,2100,NULL,111.95661036691905,0.6116083300627452,1,0.6116083300627452,2825,246,115,150,23,68,21.9,51.94,49.87,49,52.38150791924066
1,"2022-11-20",11,43,"Run",62,44.81,48.64,3.83,153,3353,331,11167.5,19.123278711378664,136.2622950819672,3.3281561831046025,1.066504472175804,3.53969624805194,3010,220,126,179,30,61,21.9,52.43,49.89,73,52.37975755563396
1,"2022-11-19",11,41,"Run",71,41.95,48.32,6.37,181,5067,323,16461.9,18.61905704670626,130.9354902347603,3.247794634214637,1.0071708278157725,3.2713878492308863,1729,185,70,83,28,78,22,49.0,49.33,71,52.37800719202726
1,"2022-11-18",11,44,"Walk",1,37.11,47.76,10.65,100,975,NULL,1132.7,13.069803896137312,78.26274509803922,1.120007840704684,1.1310777551716693,1.1817750284635868,2681,247,96,150,79,90,22.1,45.34,48.8,36,52.37625682842056
1,"2022-11-18",11,44,"Walk",7,37.11,47.76,10.65,115,3169,NULL,4139.5,1547.2025286691583,89.40990516332982,1.2911275044020787,1.196081437343546,1.5008581351930106,2681,247,96,150,79,90,22.1,45.34,48.8,36,52.37625682842056
1,"2022-11-17",11,48,"Run",69,48.97,49.92,0.95,161,4311,322,10719.5,1568.3097743138965,138.89238182652593,2.4596654435071774,1.201629418766443,2.848401264177064,2660,241,71,147,41,76,22.2,48.71,49.43,41,52.37450646481386
1,"2022-11-17",11,48,"Walk",5,48.97,49.92,0.95,122,3018,NULL,4006,1589.2054997788673,84.38743455497382,1.27681282656121,1.2433907227156094,1.5389890242776696,2660,241,71,147,41,76,22.2,48.71,49.43,41,52.37450646481386
1,"2022-11-16",11,46,"Run",90,52.41,50.54,-1.87,187,3382,325,11226.3,16.170522192366533,145.13980909601347,3.1509104450740515,1.0861986743730185,3.3259644468295404,2819,230,77,171,20,112,22.2,51.49,49.85,54,52.372756101207166
1,"2022-11-16",11,46,"Walk",2,52.41,50.54,-1.87,102,1351,NULL,1757,1583.5988728268046,79.36901408450704,1.224059156454365,1.1956474847468308,1.4265290692159942,2819,230,77,171,20,112,22.2,51.49,49.85,54,52.372756101207166
1,"2022-11-15",11,45,"VirtualRide",63,53.5,50.74,-2.76,157,3933,179,32222.3,95.72892734273533,135.61642094560244,8.190856630494888,1.0260635178475588,8.282784215023003,2693,204,92,162,24,80,22.2,50.59,49.64,48,52.37100573760046
1,"2022-11-14",11,47,"Swim",22,51.92,50.44,-1.48,141,3430,NULL,2100,NULL,114.97784902360827,0.6121366934503907,1,0.6121366934503907,3075,282,117,159,24,130,22.3,51.02,49.68,40,52.36925537399377
1,"2022-11-13",11,43,"Run",105,56.9,51.13,-5.77,173,3326,322,11133.7,18.59723043666563,151.40689451974072,3.280250146261454,1.0088185000136236,3.3050095754907254,2755,262,129,126,14,67,22.1,52.85,49.92,69,52.36750501038706
1,"2022-11-12",11,43,"Run",98,48.89,49.82,0.93,167,4914,329,16593,16.477433373544436,137.77670286278382,3.2756845036122546,1.006735096366553,3.295943461891429,2740,197,144,152,52,68,22.1,50.16,49.45,68,52.36575464678037
1,"2022-11-11",11,46,"Walk",3,40.71,48.64,7.93,200,1603,NULL,2032.5,9.322613064368166,76.61557788944724,1.231864320923897,1.0122872787415271,1.2371978788634586,3536,328,103,202,31,127,22.2,47.19,49.0,31,52.364004283173664
1,"2022-11-11",11,46,"Walk",4,40.71,48.64,7.93,108,2624,NULL,3346.4,1588.0438253496432,81.47011952191235,1.206491366449303,1.1359072244160855,1.370579690218042,3536,328,103,202,31,127,22.2,47.19,49.0,31,52.364004283173664
1,"2022-11-10",11,46,"Walk",6,54.15,50.87,-3.28,116,3263,NULL,4167.5,1548.9746214231545,85.68655097613883,1.261345988620323,1.19658638430119,1.4766089401664093,2711,279,71,138,22,151,22.5,53.04,49.89,44,52.36225391956697
1,"2022-11-10",11,46,"Run",106,54.15,50.87,-3.28,170,4208,333,10862.8,1570.8953820892823,147.04641847313854,2.5598317632806276,1.1862110642322128,2.9459866141858444,2711,279,71,138,22,151,22.5,53.04,49.89,44,52.36225391956697
1,"2022-11-09",11,42,"Run",60,52.1,50.59,-1.51,152,3504,346,11830.1,17.00165382766934,137.14691289966925,3.261389471312765,1.0142337105601196,3.3048109682956746,2782,299,78,143,18,149,22.5,56.3,50.18,62,52.360503555960264
1,"2022-11-08",11,46,"Swim",0,50.78,50.36,-0.42,NULL,1200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3315,287,151,164,50,107,22.5,55.35,49.89,48,52.35875319235357
1,"2022-11-08",11,46,"Swim",16,50.78,50.36,-0.42,144,2599,NULL,1600,NULL,113.25297962322183,0.6151772384137568,1,0.6151772384137568,3315,287,151,164,50,107,22.5,55.35,49.89,48,52.35875319235357
1,"2022-11-07",11,42,"VirtualRide",66,66.44,52.45,-13.99,153,4266,173,40357.2,13.668432085302303,135.15256620576517,9.458186777359657,1.0013095721089367,9.468312126401358,2729,282,110,120,24,105,22.3,58.0,49.99,63,52.357002828746865
1,"2022-11-06",11,44,"Run",88,66.52,52.12,-14.4,158,3860,339,12639.3,16.864526195763183,144.06654583117555,3.272119110580611,1.0050031678148388,3.286188336835544,2367,211,119,120,11,142,22.2,57.17,49.67,54,52.35525246514017
1,"2022-11-05",11,42,"Run",87,62.94,51.25,-11.69,153,4824,343,16234.9,5.835361974549464,138.49105011933173,3.228369928735048,1.0055462214018334,3.2464786681681765,2836,228,140,153,36,103,22.2,57.69,49.56,67,52.353502101533465
1,"2022-11-04",11,42,"Run",66,58.93,50.38,-8.55,157,2887,352,9833.8,14.674873228527865,143.61345958741967,3.324882988733818,1.0058810250326287,3.341755843140557,2522,212,114,132,12,73,22.2,56.14,49.14,64,52.35175173792677
1,"2022-11-03",11,40,"Walk",5,57.75,50.0,-7.75,94,3426,NULL,5103.1,13.512121218623538,76.30681818181819,1.4134823212281311,1.0256723914456787,1.4383065453888257,2842,275,91,150,25,105,22.3,54.83,48.78,72,52.35000137432007
1,"2022-11-02",11,42,"VirtualRide",41,66.54,51.09,-15.45,147,4956,164,44997.7,15.82279605511482,125.77425862416784,9.076797056804146,1.011688639682047,9.15374482666295,3015,189,111,200,23,57,22.5,51.97,48.21,65,52.34825101071337
1,"2022-11-01",11,42,"Run",53,70.79,51.34,-19.45,149,3701,357,12408.1,18.535521122188072,134.8978734576004,3.2575592036744965,1.0202977952272811,3.3092222089449503,2774,178,150,159,28,91,22.3,49.8,47.8,75,52.34650064710667
1,"2022-10-31",11,45,"VirtualRide",78,73.75,51.3,-22.45,151,5658,173,52299.1,9.233186045632932,133.95705955115744,9.24202527338318,1.0098233471491525,9.294984394172477,2677,144,111,180,23,52,22.3,45.61,47.14,53,52.34475028349997
1,"2022-10-30",11,44,"Run",83,73.05,50.65,-22.4,156,3317,352,11208.9,9.027728599784648,146.09852507374632,3.3060247791216746,1.0115386276560467,3.339128224202251,2021,196,109,95,7,31,22.4,44.37,46.99,47,52.34299991989327
1,"2022-10-29",11,44,"VirtualRide",64,71.39,49.86,-21.53,147,5837,157,50259.7,4.271230519470768,129.5762450795824,8.60151017998332,1.0102811788245827,8.639561854157929,2871,239,117,169,29,62,22.4,43.94,46.99,53,52.34124955628657
1,"2022-10-28",11,40,"VirtualRide",127,72.62,49.52,-23.1,200,4937,165,40873.4,24.680923693046633,145.10722891566266,8.203405018377465,1.042215946056931,8.338021987031905,2181,205,113,108,22,75,22.3,42.43,46.85,61,52.339499192679874
1,"2022-10-27",11,40,NULL,0,63.56,47.63,-15.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2006,207,85,96,19,102,22.4,39.33,46.5,52,52.33774882907317
1,"2022-10-26",11,45,"Run",82,74.15,48.79,-25.36,162,3115,345,10228.9,17.67516045851946,148.8032734274711,3.218940627562726,1.0094392130566305,3.241841629190461,2516,199,146,114,8,77,20.9,37.22,46.37,NULL,NULL
1,"2022-10-25",11,43,"Run",81,72.84,47.98,-24.86,167,3048,348,10219.2,14.307667619033927,147.78184151427655,3.278646134646812,1.0061698416228757,3.2909910386274652,2578,265,84,128,33,101,22.7,43.43,47.5,68,52.33424810185977
1,"2022-10-24",11,46,"Swim",23,71.48,47.17,-24.31,156,3533,NULL,2350,NULL,115.86393210749647,0.664877793121203,1,0.664877793121203,2614,231,100,148,17,44,22.7,39.33,47.0,53,52.332497738253075
1,"2022-10-23",11,44,"Ride",272,79.56,47.76,-31.8,169,5841,159,48377,19.502242308384282,159.4017737617135,8.095187919925952,1.0041051928473732,8.123640525499868,2449,261,105,118,32,72,22.5,37.05,46.85,NULL,NULL
1,"2022-10-22",11,41,"Run",112,47.5,42.3,-5.2,185,3044,331,9867.7,15.074124090696829,155.14079074252652,3.171175187566488,1.0064648007551222,3.1859447658635243,2304,207,90,131,31,81,22.6,43.23,48.0,72,52.328997011039675
1,"2022-10-21",11,42,"Walk",8,36.75,40.6,3.85,121,3628,NULL,4871.5,1560.9325692384411,90.63175122749591,1.3330638315421932,1.1976749759486804,1.5636872920771125,2710,258,93,148,21,93,22.6,38.43,47.41,28,52.32724664743298
1,"2022-10-21",11,42,"Walk",1,36.75,40.6,3.85,90,942,NULL,1307.3,7.0420634888467335,75.34920634920636,1.3259206364847838,1.023954031772256,1.3554096239924394,2710,258,93,148,21,93,22.6,38.43,47.41,28,52.32724664743298
1,"2022-10-20",11,49,"Ride",64,48.3,42.38,-5.92,167,4764,NULL,13537.3,1560.7848172306817,133.70881863560732,2.815531196585574,1.2239294613738907,3.145470903051263,2824,278,91,141,23,118,22.7,42.2,48.37,30,52.325496283826276
1,"2022-10-20",11,49,"Walk",8,48.3,42.38,-5.92,118,4071,NULL,5210.5,1561.3509187288812,84.21165644171779,1.2648013817257837,1.1501582956926,1.4395391855959925,2824,278,91,141,23,118,22.7,42.2,48.37,30,52.325496283826276
1,"2022-10-19",11,47,"Run",88,51.96,42.67,-9.29,165,3671,343,11792.3,15.462350655608986,145.8485690469575,3.229382328664256,1.0067834473620947,3.247933565916804,2798,210,120,159,41,55,22.7,46.6,49.28,38,52.32374592021958
1,"2022-10-19",11,47,"Walk",8,51.96,42.67,-9.29,120,3202,NULL,4094.3,1578.7032901539521,94.32006920415225,1.2675977509310081,1.1858391691708514,1.471346894027842,2798,210,120,159,41,55,22.7,46.6,49.28,38,52.32374592021958
1,"2022-10-18",11,45,"Run",90,52.28,42.39,-9.89,161,2997,339,9708.7,2.804441456373375,150.9764468371467,3.2418354647597587,1.0080560716622382,3.2667327708804867,3230,294,134,163,43,65,22.7,49.71,49.83,34,52.321995556612876
1,"2022-10-17",11,46,"Ride",80,45.99,41.23,-4.76,160,5280,NULL,32243.8,6.860670320036465,134.87028971785648,6.0998441549026845,1.0040598809171783,6.107733702172031,2297,183,120,118,25,49,22.7,52.32,50.22,45,52.32024519300618
1,"2022-10-16",11,45,"Walk",5,40.33,40.28,-0.05,117,3108,NULL,4625.4,16.848185857598427,76.92307692307692,1.4439013036689754,1.015657815702352,1.4614326999208271,2763,210,82,168,47,96,22.7,53.54,50.35,54,52.31849482939948
1,"2022-10-16",11,45,"Ride",146,40.33,40.28,-0.05,167,5851,158,47452.2,14.44449752310048,143.6510590858417,7.557273134278124,1.0053816805978066,7.580923227615381,2763,210,82,168,47,96,22.7,53.54,50.35,54,52.31849482939948
1,"2022-10-15",11,42,NULL,0,25.68,38.5,12.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2858,211,106,177,38,108,22.7,53.38,50.16,79,52.31674446579278
1,"2022-10-14",11,44,NULL,0,29.96,39.44,9.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2497,195,97,150,34,87,22.8,49.11,49.46,63,52.31499410218608
1,"2022-10-13",11,43,NULL,0,34.95,40.4,5.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2584,121,90,191,24,74,23,46.8,49.13,61,52.31324373857938
1,"2022-10-12",11,49,NULL,0,40.77,41.39,0.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1838,109,49,101,12,43,22.8,44.43,48.84,42,52.31149337497268
1,"2022-10-11",11,41,NULL,0,47.56,42.39,-5.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2334,225,80,82,17,34,23,44.84,49.01,53,52.30974301136598
1,"2022-10-10",11,45,"Run",53,55.48,43.43,-12.05,149,3514,356,12139.4,73.74881475035104,137.16252499285918,3.3871405316986007,1.0084938272343533,3.4041061596660094,3257,231,115,178,20,54,23,43.48,48.91,50,52.30799264775928
1,"2022-10-09",11,46,NULL,0,55.9,43.19,-12.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3776,355,135,162,28,41,23,42.39,48.89,26,52.30624228415258
1,"2022-10-08",11,46,"Run",84,65.21,44.25,-20.96,167,3344,389,12093.5,70.2125000486187,147.2420343137255,3.618979472849591,1.0108279941267087,3.655792075870464,2570,290,120,84,21,55,23,45.12,49.44,43,52.304491920545885
1,"2022-10-07",11,45,"Run",70,62.08,43.28,-18.8,156,3353,375,12199,7.317534570730444,140.89820535451602,3.5882486038646495,1.0021599370242202,3.5941587247874516,2844,216,100,148,13,85,23,45.48,49.6,58,52.30274155693918
1,"2022-10-06",11,49,"Run",112,60.76,42.63,-18.13,172,3184,352,9772.4,1601.7377627106914,153.50929133858267,3.0553656695513274,1.1250077498265103,3.353817243235289,2488,173,115,149,20,84,22.8,43.39,49.4,27,52.300991193332486
1,"2022-10-05",11,50,NULL,0,52.22,40.94,-11.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2833,256,111,147,40,84,22.9,46.12,49.94,38,52.29924082972578
