"athlete_id","local_date","gmt_offset","wellness_resting_heart_rate","act_type","act_daily_suffer_score","act_pmc_atl","act_pmc_ctl","act_pmc_tsb","act_max_heartrate","act_duration","act_power","act_distance","act_altitude","act_heart_rate","act_velocity","act_correction_factor","act_gap","nutr_daily_calories","nutr_daily_carbohydrates","nutr_daily_protein","nutr_daily_fat","nutr_daily_fiber","nutr_daily_sugar","body_mass_index","oura_sleep_rmssd_7d_ema","oura_sleep_rmssd_42d_ema","oura_sleep_rmssd","oura_sleep_baseline"
1,"2019-07-29",10,50,NULL,0,21.28,54.05,32.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2713,251,115,133,10,90,22.5,0.0,0.0,NULL,NULL
1,"2019-07-28",10,54,NULL,0,24.83,55.37,30.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3699,327,78,102,20,29,22.2,0.0,0.0,NULL,NULL
1,"2019-07-27",10,48,NULL,0,28.97,56.72,27.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3503,244,152,146,24,45,22.2,0.0,0.0,NULL,NULL
1,"2019-07-26",10,48,NULL,0,33.79,58.1,24.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2884,260,102,160,37,83,22.2,0.0,0.0,NULL,NULL
1,"2019-07-25",10,48,NULL,0,39.42,59.52,20.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2654,254,91,154,23,64,22.1,0.0,0.0,NULL,NULL
1,"2019-07-24",10,46,NULL,0,45.99,60.97,14.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3602,269,94,241,33,102,22.1,0.0,0.0,NULL,NULL
1,"2019-07-23",10,46,NULL,0,53.65,62.45,8.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3276,327,116,165,38,140,21.9,0.0,0.0,NULL,NULL
1,"2019-07-22",10,46,NULL,0,62.59,63.98,1.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2833,333,113,119,11,159,21.6,0.0,0.0,NULL,NULL
1,"2019-07-21",10,47,NULL,0,73.01,65.54,-7.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3381,450,126,113,41,134,22,0.0,0.0,NULL,NULL
1,"2019-07-20",10,52,"Ride",127,85.18,67.13,-18.05,166,9745,188,89036,15.357801954536535,128.5517629407352,8.347008631343199,1.0288835275938053,8.40939807064263,3840,433,115,186,37,164,22,0.0,0.0,NULL,NULL
1,"2019-07-19",10,50,"Ride",203,78.21,65.67,-12.54,164,11019,175,91807.1,27.23230341173588,137.18920326332233,7.9651449368178655,1.0213337301770506,8.080224852788948,3433,334,134,178,27,121,22,0.0,0.0,NULL,NULL
1,"2019-07-18",10,48,"VirtualRide",46,57.42,62.33,4.91,167,4731,175,41445.6,25.44313228153047,129.32656084656085,8.770031749541483,1.0330009104216573,8.897448859533828,3057,335,116,112,22,116,21.7,0.0,0.0,NULL,NULL
1,"2019-07-18",10,48,"Swim",0,57.42,62.33,4.91,NULL,3661,NULL,2450,NULL,NULL,0.7624999918043613,1,0.7624999918043613,3057,335,116,112,22,116,21.7,0.0,0.0,NULL,NULL
1,"2019-07-17",10,44,"Run",110,69.2,64.25,-4.95,159,4305,NULL,16074.8,-21.180621589123657,146.9140767824497,3.7340950564680524,1.0004010923463122,3.7365331554869683,2634,241,153,89,21,100,21.7,0.0,0.0,NULL,NULL
1,"2019-07-17",10,44,"Swim",0,69.2,64.25,-4.95,NULL,3687,NULL,2550,NULL,NULL,0.7437499947845936,1,0.7437499947845936,2634,241,153,89,21,100,21.7,0.0,0.0,NULL,NULL
1,"2019-07-16",10,45,"VirtualRide",82,72.8,64.68,-8.12,164,7283,184,65242.9,24.496629203581165,131.44902713072074,8.938421478449571,1.0347185071498386,9.094072637018792,2502,352,83,92,47,119,21.6,0.0,0.0,NULL,NULL
1,"2019-07-15",10,48,"NordicSki",87,71.27,64.25,-7.02,168,3292,NULL,5424.6,1655.4837205895712,144.3786046511628,1.7828837210979573,1.3524000379754952,2.1845373031789856,3354,342,166,149,22,176,22,0.0,0.0,NULL,NULL
1,"2019-07-15",10,48,"NordicSki",24,71.27,64.25,-7.02,174,1074,NULL,2329.1,1698.6954084994074,136.688622754491,2.2986027879302133,1.5754844805884611,2.8507704911636855,3354,342,166,149,22,176,22,0.0,0.0,NULL,NULL
1,"2019-07-14",10,48,NULL,0,77.84,64.7,-13.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2903,273,133,138,16,120,21.6,0.0,0.0,NULL,NULL
1,"2019-07-13",10,46,"VirtualRide",172,90.8,66.28,-24.52,162,7586,165,60547.4,87.065550840637,143.85832894043227,7.978017926110081,1.0735507022289694,8.216883918193192,3266,326,86,123,26,100,21.6,0.0,0.0,NULL,NULL
1,"2019-07-12",10,46,"VirtualRide",179,77.28,63.71,-13.57,160,7635,166,61186.7,84.931875262669,144.65400733368256,8.013017281757218,1.071458389278604,8.250720835383689,3194,339,103,148,31,171,21.9,0.0,0.0,NULL,NULL
1,"2019-07-11",10,49,"VirtualRide",45,60.33,60.89,0.56,147,4772,171,44364.5,11.6138306366809,129.2646689019279,9.296647121622371,1.0069431130094664,9.333162699822172,3448,376,136,147,46,153,22.2,0.0,0.0,NULL,NULL
1,"2019-07-11",10,49,"Swim",0,60.33,60.89,0.56,NULL,3635,NULL,2500,NULL,NULL,0.8000000007450581,1,0.8000000007450581,3448,376,136,147,46,153,22.2,0.0,0.0,NULL,NULL
1,"2019-07-10",10,44,"Run",82,74.61,62.8,-11.81,150,3750,NULL,14121.6,324.7236640580738,142.16125954198472,3.707061072264066,1.0201788751556349,3.764479132318864,2649,362,81,86,51,113,22.2,0.0,0.0,NULL,NULL
1,"2019-07-10",10,44,"Swim",0,74.61,62.8,-11.81,NULL,3662,NULL,2500,NULL,NULL,0.7687499932944775,1,0.7687499932944775,2649,362,81,86,51,113,22.2,0.0,0.0,NULL,NULL
1,"2019-07-09",10,48,"Ride",223,85.61,63.85,-21.76,168,10222,197,91915.9,32.70417876902252,142.7537241245889,8.888701886022966,1.0428358959204376,9.013457897656714,3517,330,122,171,35,87,21.7,0.0,0.0,NULL,NULL
1,"2019-07-08",10,49,"Run",85,62.72,59.97,-2.75,163,3976,NULL,10144.7,1836.1300489518276,144.990851513019,2.4575650916394847,1.2689154436080028,2.9378594974099896,3368,367,101,165,19,175,21.7,0.0,0.0,NULL,NULL
1,"2019-07-07",10,52,NULL,0,59.01,59.36,0.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2963,280,133,144,15,105,21.7,0.0,0.0,NULL,NULL
1,"2019-07-06",10,50,"Run",116,68.84,60.81,-8.03,167,3936,NULL,10318.7,1796.600942297437,149.91526563550772,2.56119703565096,1.2000670411397534,2.9388802882104854,2956,242,103,81,9,27,21.7,0.0,0.0,NULL,NULL
1,"2019-07-05",10,47,"Ride",259,60.98,59.47,-1.51,166,11396,190,100977.5,39.01547362699213,143.49382609446508,8.716725674619891,1.0457224060117876,8.84029456429072,3257,385,119,127,31,208,21.7,0.0,0.0,NULL,NULL
1,"2019-07-04",10,45,"Swim",0,27.99,54.6,26.61,NULL,3649,NULL,2500,NULL,NULL,0.7562499903142452,1,0.7562499903142452,3415,281,153,173,37,106,21.7,0.0,0.0,NULL,NULL
1,"2019-07-03",10,47,"Swim",0,32.65,55.93,23.28,NULL,3645,NULL,2525,NULL,NULL,0.7749999947845936,1,0.7749999947845936,2780,355,97,88,36,78,22.2,0.0,0.0,NULL,NULL
1,"2019-07-03",10,47,"VirtualRide",82,32.65,55.93,23.28,160,4519,189,43907.4,11.531283143264925,139.7358407079646,9.714247785548194,1.005517762208556,9.743572758255391,2780,355,97,88,36,78,22.2,0.0,0.0,NULL,NULL
1,"2019-07-02",10,46,"Swim",0,30.78,56.69,25.91,NULL,3746,NULL,2575,NULL,NULL,0.7312499955296516,1,0.7312499955296516,3138,385,73,136,30,97,22.1,0.0,0.0,NULL,NULL
1,"2019-07-02",10,46,"Run",103,30.78,56.69,25.91,156,4245,NULL,16021.8,6.034510874121949,144.25452898550725,3.664311596455619,1.0093842961513566,3.7016107082482805,3138,385,73,136,30,97,22.1,0.0,0.0,NULL,NULL
1,"2019-07-01",10,41,NULL,0,21.87,56.92,35.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2853,340,117,117,33,97,22,0.0,0.0,NULL,NULL
1,"2019-06-30",10,48,NULL,0,25.52,58.31,32.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2843,310,105,102,31,104,21.7,0.0,0.0,NULL,NULL
1,"2019-06-29",10,42,NULL,0,29.77,59.73,29.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2878,264,104,148,23,99,21.7,0.0,0.0,NULL,NULL
1,"2019-06-28",10,44,"Yoga",0,34.73,61.18,26.45,NULL,1200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2568,312,70,120,29,126,21.8,0.0,0.0,NULL,NULL
1,"2019-06-27",10,43,NULL,0,40.51,62.68,22.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2476,198,74,148,25,65,21.8,0.0,0.0,NULL,NULL
1,"2019-06-26",10,42,NULL,0,47.26,64.2,16.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3347,351,101,180,37,143,21.6,0.0,0.0,NULL,NULL
1,"2019-06-25",10,42,NULL,0,55.13,65.77,10.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2916,211,110,188,20,99,21.9,0.0,0.0,NULL,NULL
1,"2019-06-24",10,45,NULL,0,64.32,67.37,3.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3386,318,126,179,21,126,21.9,0.0,0.0,NULL,NULL
1,"2019-06-23",10,51,"Run",62,75.03,69.02,-6.01,157,3852,NULL,10763.2,1504.9274328157862,134.60277980980248,2.735844913900073,1.234072012013159,3.2386597158126333,4533,513,153,118,50,106,21.7,0.0,0.0,NULL,NULL
1,"2019-06-22",10,46,"Ride",89,77.2,69.19,-8.01,164,9951,185,89011.9,16.68513970198131,120.67585890975721,8.15323866993066,1.0185149409838716,8.244357124141935,4219,461,158,176,52,176,21.7,0.0,0.0,NULL,NULL
1,"2019-06-21",10,46,"Ride",202,75.24,68.7,-6.54,175,11158,192,91814.2,27.415940783903064,136.86475019482205,7.947510619414184,1.023586262134417,8.061037382574215,3742,366,131,204,53,171,21.7,0.0,0.0,NULL,NULL
1,"2019-06-20",10,41,"Swim",0,54.12,65.45,11.33,NULL,3694,NULL,2500,NULL,NULL,0.7374999970197678,1,0.7374999970197678,3095,324,117,137,44,122,21.6,0.0,0.0,NULL,NULL
1,"2019-06-19",10,48,"Run",22,63.13,67.05,3.92,139,3386,NULL,12001,139.98497522288355,130.26354679802955,3.4846059009616304,1.0005993127908825,3.487671080128963,2701,339,96,100,68,115,21.6,0.0,0.0,NULL,NULL
1,"2019-06-19",10,48,"Swim",0,63.13,67.05,3.92,NULL,3668,NULL,2575,NULL,NULL,0.7749999947845936,1,0.7749999947845936,2701,339,96,100,68,115,21.6,0.0,0.0,NULL,NULL
1,"2019-06-18",10,47,"VirtualRide",196,81.64,69.81,-11.83,166,8656,172,58042.5,149.9868529832951,143.75277264325322,6.701998611804538,1.2040997751017144,7.270206783864201,3506,371,126,167,54,130,21.6,0.0,0.0,NULL,NULL
1,"2019-06-17",10,49,"Run",69,62.59,66.73,4.14,162,4452,NULL,11305.8,1672.9511237889437,138.1823708206687,2.4625531868007045,1.1911701896556024,2.831411530081901,2321,293,84,90,27,113,21.9,0.0,0.0,NULL,NULL
1,"2019-06-16",10,50,NULL,0,61.53,66.68,5.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3655,351,156,111,34,63,21.5,0.0,0.0,NULL,NULL
1,"2019-06-15",10,49,"Ride",71,71.78,68.3,-3.48,154,7648,182,70819.7,14.119707094189565,128.1422147995889,9.097751794685394,1.0349719149169883,9.15881227110984,5189,536,133,153,57,134,21.5,0.0,0.0,NULL,NULL
1,"2019-06-14",10,50,"Ride",182,71.91,68.24,-3.67,160,10269,201,91662.3,-4.7458041586008965,136.35489592084383,8.553393084047823,1.0720899734991272,8.69112022966728,3890,384,137,193,23,111,21.5,0.0,0.0,NULL,NULL
1,"2019-06-13",10,48,"Swim",0,53.56,65.46,11.9,NULL,3656,NULL,2575,NULL,NULL,0.7937499955296516,1,0.7937499955296516,2979,379,72,126,27,96,21.8,0.0,0.0,NULL,NULL
1,"2019-06-13",10,48,"Run",94,53.56,65.46,11.9,152,4109,NULL,15766.2,32.75585150968223,143.7126546146527,3.8278782030126233,1.003914426506565,3.838212778881641,2979,379,72,126,27,96,21.8,0.0,0.0,NULL,NULL
1,"2019-06-12",10,49,"Swim",0,54.63,66.35,11.72,NULL,3677,NULL,2525,NULL,NULL,0.7562499977648258,1,0.7562499977648258,3743,467,128,131,41,126,21.9,0.0,0.0,NULL,NULL
1,"2019-06-11",10,45,"Swim",0,63.73,67.97,4.24,NULL,3691,NULL,2550,NULL,NULL,0.7499999888241291,1,0.7499999888241291,2868,342,63,111,38,143,21.7,0.0,0.0,NULL,NULL
1,"2019-06-11",10,45,"VirtualRide",120,63.73,67.97,4.24,167,4117,202,41816.1,13.680573016014304,150.27513355998056,10.154298202426414,1.0010515828568385,10.16220510964214,2868,342,63,111,38,143,21.7,0.0,0.0,NULL,NULL
1,"2019-06-10",10,45,"Run",73,63.41,68.32,4.91,163,4337,NULL,12478,1472.9648757557145,136.17102473498232,2.8421908114329244,1.151246898546494,3.138857320026939,2844,284,106,142,25,91,21.6,0.0,0.0,NULL,NULL
1,"2019-06-09",10,54,NULL,0,61.81,68.21,6.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3211,288,141,160,30,69,21.8,0.0,0.0,NULL,NULL
1,"2019-06-08",10,47,"Ride",52,72.11,69.87,-2.24,157,9829,191,89038.3,17.661287032370115,111.34961463459932,8.267165014349919,1.0515702298599512,8.339896486935942,4376,553,102,128,34,208,21.8,0.0,0.0,NULL,NULL
1,"2019-06-07",10,47,"Ride",161,75.46,70.31,-5.15,184,10078,199,91709.6,218.84843559144684,134.6392689694766,8.774442633104037,1.067188418404947,8.907847223021616,3851,430,119,183,47,198,21.8,0.0,0.0,NULL,NULL
1,"2019-06-06",10,41,"Run",14,61.21,68.1,6.89,143,3101,NULL,11122.8,-43.498895642801294,125.22085889570552,3.4038036721067195,1.008327851326493,3.408700617541573,3469,471,110,144,26,135,21.7,0.0,0.0,NULL,NULL
1,"2019-06-05",10,49,"VirtualRide",103,69.08,69.42,0.34,165,4097,187,38710,17.43089311951367,146.91556857003417,9.44141043518275,1.0208188936636589,9.539267663730028,2806,369,99,117,34,79,21.6,0.0,0.0,NULL,NULL
1,"2019-06-05",10,49,"Swim",0,69.08,69.42,0.34,NULL,3637,NULL,2500,NULL,NULL,0.774999987334013,1,0.774999987334013,2806,369,99,117,34,79,21.6,0.0,0.0,NULL,NULL
1,"2019-06-04",10,46,"Run",109,73.99,70.27,-3.72,161,3890,NULL,15966.1,-36.14094202242036,150.10416666666666,4.040217370739666,1.0030575344342227,4.0498554511588845,2590,288,70,123,37,129,21.5,0.0,0.0,NULL,NULL
1,"2019-06-04",10,46,"Swim",0,73.99,70.27,-3.72,NULL,3643,NULL,2500,NULL,NULL,0.7562499903142452,1,0.7562499903142452,2590,288,70,123,37,129,21.5,0.0,0.0,NULL,NULL
1,"2019-06-03",10,48,"Swim",0,79.51,71.01,-8.5,NULL,3696,NULL,2525,NULL,NULL,0.7437499910593033,1,0.7437499910593033,3146,366,111,136,25,153,21.5,0.0,0.0,NULL,NULL
1,"2019-06-02",10,46,"Ride",173,92.76,72.75,-20.01,160,7352,203,70085.1,18.375683745426308,144.2043054427295,9.488776063140518,1.0302913576322428,9.55744094077556,3514,335,133,158,35,132,21.7,0.0,0.0,NULL,NULL
1,"2019-06-01",10,49,"Ride",138,79.39,70.3,-9.09,161,11623,198,103673.7,5.892296970422944,125.23016119032859,8.029936452723014,1.0378160483752497,8.09784846324103,3314,323,169,144,35,125,21.5,0.0,0.0,NULL,NULL
1,"2019-05-31",10,49,"Swim",0,69.63,68.65,-0.98,NULL,7389,NULL,5050,NULL,NULL,0.732258060286122,1,0.732258060286122,4488,373,139,179,27,104,21.8,0.0,0.0,NULL,NULL
1,"2019-05-30",10,49,"Run",81,81.23,70.32,-10.91,166,3809,NULL,8353.2,1480.8466495152034,142.05308964316797,2.1409921629518087,1.2192709243764708,2.4312982278699136,3417,338,111,177,21,139,21.4,0.0,0.0,NULL,NULL
1,"2019-05-29",10,50,"Run",77,81.27,70.06,-11.21,167,3501,NULL,7774.1,1634.4356751993892,140.9943074003795,2.1211574890030516,1.2785568578284636,2.457559715746305,3605,279,144,196,45,96,21.5,0.0,0.0,NULL,NULL
1,"2019-05-28",10,44,"VirtualRide",134,81.98,69.9,-12.08,167,7691,187,50359.8,361.111207529515,139.22789911596465,6.5463078590386,1.253770194731482,7.136455743120689,3146,324,103,136,37,167,21.5,0.0,0.0,NULL,NULL
1,"2019-05-27",10,46,"Swim",0,73.31,68.33,-4.98,NULL,3641,NULL,2500,NULL,NULL,0.7937499918043613,1,0.7937499918043613,2856,324,79,136,37,141,21.6,0.0,0.0,NULL,NULL
1,"2019-05-26",10,46,"Run",56,85.53,70.0,-15.53,146,4177,NULL,15815.6,103.62651717384544,137.47899159663865,3.777871141302374,1.0041586395685702,3.7859013275434257,3441,283,89,201,32,138,21.6,0.0,0.0,NULL,NULL
1,"2019-05-25",10,45,"Ride",252,90.45,70.34,-20.11,168,19013,186,180441.3,20.77757600005075,128.63200896400392,8.421130771309693,1.0238859524775956,8.54311552898595,4065,502,121,167,37,186,21.6,0.0,0.0,NULL,NULL
1,"2019-05-24",10,44,"Swim",0,63.53,65.91,2.38,NULL,3654,NULL,2550,NULL,NULL,0.7437499947845936,1,0.7437499947845936,3057,375,99,116,26,122,21.6,0.0,0.0,NULL,NULL
1,"2019-05-23",10,46,"Ride",76,74.12,67.52,-6.6,159,5768,NULL,17259.4,1576.817274016249,132.52781263069846,3.122751985298371,1.245263563349633,3.549882517382919,3263,400,98,126,30,146,21.4,0.0,0.0,NULL,NULL
1,"2019-05-22",10,44,"Run",50,73.8,67.31,-6.49,153,4965,NULL,13253.8,1578.0017685803314,130.5150053590568,2.5629153219066634,1.2235694631009288,3.0383257948182223,3349,251,144,169,38,62,21.9,0.0,0.0,NULL,NULL
1,"2019-05-21",10,44,"Ride",149,77.77,67.73,-10.04,165,6379,205,57122.3,9.225738391410413,143.43369499698613,8.607790839305398,1.045266920715817,8.657100695021208,3880,457,145,147,47,157,21.9,0.0,0.0,NULL,NULL
1,"2019-05-21",10,44,"Swim",0,77.77,67.73,-10.04,NULL,3722,NULL,2550,NULL,NULL,0.6937499921768904,1,0.6937499921768904,3880,457,145,147,47,157,21.9,0.0,0.0,NULL,NULL
1,"2019-05-20",10,43,"Swim",0,76.88,67.35,-9.53,NULL,3670,NULL,2550,NULL,NULL,0.7499999888241291,1,0.7499999888241291,3148,390,101,128,52,150,21.9,0.0,0.0,NULL,NULL
1,"2019-05-19",10,47,"Run",105,89.69,69.0,-20.69,155,4186,NULL,16064.1,28.679069756796192,146.06232558139536,3.782511634258337,1.0170344349366414,3.801728912701698,3400,381,124,142,52,150,21.6,0.0,0.0,NULL,NULL
1,"2019-05-18",10,48,"Ride",288,87.13,68.12,-19.01,163,18531,193,179989.7,21.150746211370066,133.29386352479136,8.833470796335765,1.0212193463418198,8.961283188610198,3775,446,112,148,45,205,21.3,0.0,0.0,NULL,NULL
1,"2019-05-17",10,46,"Swim",0,53.67,62.76,9.09,NULL,4025,NULL,2800,NULL,NULL,0.7235294019474703,1,0.7235294019474703,3360,295,158,158,21,68,21.7,0.0,0.0,NULL,NULL
1,"2019-05-16",10,43,"Ride",39,62.61,64.29,1.68,155,4935,NULL,13629.8,1572.1128984221614,123.83579247977154,2.8887672511340323,1.2614359632989733,3.2510988360302675,3251,327,135,152,46,134,21.5,0.0,0.0,NULL,NULL
1,"2019-05-15",10,41,"Ride",31,66.55,64.9,-1.65,151,5221,NULL,14991.8,1571.4645169712737,118.68100358422939,2.9197132590770933,1.2646166689836646,3.262441034875839,3731,390,141,166,28,127,21.5,0.0,0.0,NULL,NULL
1,"2019-05-14",10,45,"Swim",0,72.47,65.73,-6.74,NULL,3663,NULL,2550,NULL,NULL,0.7624999918043613,1,0.7624999918043613,2952,419,86,109,44,161,21.5,0.0,0.0,NULL,NULL
1,"2019-05-14",10,45,"Run",169,72.47,65.73,-6.74,162,5436,NULL,22289.1,5.601890486719711,152.45045632333768,4.048761393578609,1.006988777020091,4.080782179149411,2952,419,86,109,44,161,21.5,0.0,0.0,NULL,NULL
1,"2019-05-13",10,41,"Swim",0,65.78,64.76,-1.02,NULL,3642,NULL,2550,NULL,NULL,0.774999987334013,1,0.774999987334013,2946,379,150,82,45,126,21.5,0.0,0.0,NULL,NULL
1,"2019-05-12",10,44,"Ride",64,76.74,66.33,-10.41,160,6225,180,51721.2,10.110131610596548,126.51453933272116,7.91493726953554,1.024071926569527,7.955197750632774,3603,429,168,125,54,172,21.5,0.0,0.0,NULL,NULL
1,"2019-05-11",10,48,"Ride",275,78.86,66.39,-12.47,171,14602,188,134156.8,24.158318714160586,135.75690607734808,8.41504897014156,1.0256655040065032,8.551194101368656,4379,452,177,194,55,214,21.6,0.0,0.0,NULL,NULL
1,"2019-05-10",10,47,"VirtualRide",51,46.19,61.3,15.11,151,4892,193,45794.4,25.036133243333285,128.28080931943592,9.359288787705667,1.0291076082713582,9.481163545865357,3248,301,105,122,18,76,21.6,0.0,0.0,NULL,NULL
1,"2019-05-10",10,47,"Swim",0,46.19,61.3,15.11,NULL,3704,NULL,2550,NULL,NULL,0.731249988079071,1,0.731249988079071,3248,301,105,122,18,76,21.6,0.0,0.0,NULL,NULL
1,"2019-05-09",10,44,"Run",71,52.95,63.06,10.11,157,5491,NULL,13636.6,1564.4858578440528,133.5500754906895,2.4367891239029533,1.2039257952384084,2.819681266420953,3007,343,112,122,34,84,21.9,0.0,0.0,NULL,NULL
1,"2019-05-08",10,42,NULL,0,49.94,62.86,12.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3087,329,100,144,21,110,21.9,0.0,0.0,NULL,NULL
1,"2019-05-07",10,48,"Swim",0,58.26,64.4,6.14,NULL,3708,NULL,2500,NULL,NULL,0.7312499918043613,1,0.7312499918043613,2961,339,152,83,30,152,21.9,0.0,0.0,NULL,NULL
1,"2019-05-07",10,48,"Run",70,58.26,64.4,6.14,150,4182,NULL,15905.3,78.90433180145405,139.70599078341013,3.7802764964817857,1.0037185152173158,3.791259667134384,2961,339,152,83,30,152,21.9,0.0,0.0,NULL,NULL
1,"2019-05-06",10,45,NULL,0,65.68,65.83,0.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3808,354,162,143,63,124,21.9,0.0,0.0,NULL,NULL
1,"2019-05-05",10,48,"Ride",142,76.63,67.43,-9.2,168,8502,190,70084,17.77664367884055,136.64333333333335,8.05560921151662,1.031278092755561,8.097852446632889,2817,344,87,102,36,185,21.7,0.0,0.0,NULL,NULL
1,"2019-05-04",10,47,"Ride",168,65.74,65.61,-0.13,167,9978,206,89017.3,18.22239348245067,131.81414324569357,8.068549414398529,1.0385433631713363,8.092513424630312,4640,508,154,159,45,105,21.8,0.0,0.0,NULL,NULL
1,"2019-05-03",10,40,"Run",23,48.7,63.12,14.42,140,3843,NULL,13711.4,39.161030948284974,130.92371134020618,3.5470103073980392,1.0023498795880037,3.547972853585027,3090,414,111,99,30,74,21.8,0.0,0.0,NULL,NULL
1,"2019-05-03",10,40,"Swim",0,48.7,63.12,14.42,NULL,3784,NULL,2500,NULL,NULL,0.6874999925494194,1,0.6874999925494194,3090,414,111,99,30,74,21.8,0.0,0.0,NULL,NULL
1,"2019-05-02",10,47,"Swim",0,61.81,65.66,3.85,NULL,3804,NULL,2550,NULL,NULL,0.6937499940395355,1,0.6937499940395355,3440,478,107,113,34,114,21.8,0.0,0.0,NULL,NULL
1,"2019-05-02",10,47,"VirtualRide",92,61.81,65.66,3.85,160,4647,203,42865.4,30.72239441032827,140.4450904392765,9.229112835933071,1.0454975799957629,9.376532045288348,3440,478,107,113,34,114,21.8,0.0,0.0,NULL,NULL
1,"2019-05-01",10,42,"Run",100,68.79,66.65,-2.14,154,4780,NULL,18217.7,48.657578206004956,141.2101042502005,3.6898155602915534,1.0013596641221862,3.6907006648274256,2809,306,86,140,36,133,21.6,0.0,0.0,NULL,NULL
1,"2019-04-30",10,45,NULL,0,63.59,65.84,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2688,337,101,101,22,105,21.8,0.0,0.0,NULL,NULL
1,"2019-04-29",10,48,"Run",40,74.18,67.45,-6.73,157,4512,NULL,11610.4,1563.5876637736026,127.17932609937179,2.454997140201482,1.1898984835644508,2.8046950176361696,2836,332,113,101,25,35,21.8,0.0,0.0,NULL,NULL
1,"2019-04-28",10,46,"Ride",57,79.88,68.12,-11.76,158,5539,NULL,16561.1,484.3717042277261,128.0431786862655,3.1084060606452155,1.2489268180877633,3.530253179147199,4243,433,133,200,42,167,21.8,0.0,0.0,NULL,NULL
1,"2019-04-27",10,47,"Ride",145,83.69,68.39,-15.3,167,7354,NULL,21062.9,485.7340852551583,139.21025641025642,3.000444439417786,1.3095136443319715,3.5192044064746377,3198,318,153,120,21,87,21.8,0.0,0.0,NULL,NULL
1,"2019-04-26",10,46,"Run",96,73.47,66.52,-6.95,168,4939,NULL,13295.4,442.07130216075257,141.86472819216183,2.597471555344073,1.1791441985020943,2.9660523598806883,3081,253,127,141,17,102,21.8,0.0,0.0,NULL,NULL
1,"2019-04-25",10,47,"Ride",130,69.72,65.8,-3.92,168,5604,NULL,31709.9,543.0774737964632,129.63351566384884,6.193485829106674,1.1163369871919322,6.280360650698253,3706,299,181,145,32,113,21.8,0.0,0.0,NULL,NULL
1,"2019-04-24",10,34,"Swim",0,59.68,64.23,4.55,NULL,3831,NULL,2550,NULL,NULL,0.8352941099335166,1,0.8352941099335166,2725,238,137,145,12,81,21.8,0.0,0.0,NULL,NULL
1,"2019-04-23",10,43,"Swim",0,69.62,65.8,-3.82,NULL,3829,NULL,2500,NULL,NULL,0.7764705770155963,1,0.7764705770155963,2956,279,71,176,26,111,21.8,0.0,0.0,NULL,NULL
1,"2019-04-23",10,43,"Swim",0,69.62,65.8,-3.82,NULL,608,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2956,279,71,176,26,111,21.8,0.0,0.0,NULL,NULL
1,"2019-04-23",10,43,"VirtualRide",26,69.62,65.8,-3.82,143,4335,183,40723.5,17.055073799737265,123.6609778597786,9.392435423452476,1.0278205034396686,9.505306621864179,2956,279,71,176,26,111,21.8,0.0,0.0,NULL,NULL
1,"2019-04-22",10,47,"Run",189,105.48,70.08,-35.4,155,8288,NULL,30321.8,-148.46030505208975,143.43531726512543,3.617806186464345,1.0071308315451726,3.6325196124410017,3177,355,74,172,42,122,21.8,0.0,0.0,NULL,NULL
1,"2019-04-21",10,46,NULL,0,91.57,67.18,-24.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3590,301,105,217,39,109,21.6,0.0,0.0,NULL,NULL
